0	0	2011-05-18.09:00:01	15	229	20
1	0	2011-05-18.09:00:05	13	240	20
0	0	2011-05-18.09:00:10	12	237	22
0	0	2011-05-18.09:00:15	11	234	22
0	0	2011-05-18.09:00:19	10	234	22
0	0	2011-05-18.09:00:24	10	232	22
0	0	2011-05-18.09:00:28	9	232	22
0	0	2011-05-18.09:00:33	8	232	22
0	0	2011-05-18.09:00:37	7	232	22
0	0	2011-05-18.09:00:42	15	232	22
1	0	2011-05-18.09:00:46	21	230	22
0	0	2011-05-18.09:00:51	28	230	22
0	0	2011-05-18.09:00:56	28	231	22
0	0	2011-05-18.09:01:00	25	231	22
1	0	2011-05-18.09:01:05	23	242	27
0	0	2011-05-18.09:01:09	22	237	26
0	0	2011-05-18.09:01:14	20	236	26
0	0	2011-05-18.09:01:18	18	236	26
0	0	2011-05-18.09:01:23	17	234	26
0	0	2011-05-18.09:01:28	15	234	26
0	0	2011-05-18.09:01:32	14	234	26
0	0	2011-05-18.09:01:37	13	234	26
0	0	2011-05-18.09:01:41	12	234	26
0	0	2011-05-18.09:01:46	12	232	26
0	0	2011-05-18.09:01:50	19	233	29
0	0	2011-05-18.09:01:55	17	233	28
0	0	2011-05-18.09:02:00	16	232	28
1	0	2011-05-18.09:02:04	15	240	28
1	0	2011-05-18.09:02:09	21	236	28
0	0	2011-05-18.09:02:13	20	236	28
0	0	2011-05-18.09:02:18	18	236	28
0	0	2011-05-18.09:02:22	17	234	28
0	0	2011-05-18.09:02:27	15	234	28
0	0	2011-05-18.09:02:32	14	234	28
0	0	2011-05-18.09:02:36	13	234	28
0	0	2011-05-18.09:02:41	12	234	28
0	0	2011-05-18.09:02:46	12	232	28
0	0	2011-05-18.09:02:50	11	232	28
0	0	2011-05-18.09:02:55	10	232	28
0	0	2011-05-18.09:02:59	9	232	28
1	0	2011-05-18.09:03:04	8	240	28
0	0	2011-05-18.09:03:08	8	236	28
0	0	2011-05-18.09:03:13	15	236	28
0	0	2011-05-18.09:03:18	14	236	28
0	0	2011-05-18.09:03:22	21	234	28
2	1	2011-05-18.09:03:27	27	234	28
1	0	2011-05-18.09:03:31	25	234	28
0	0	2011-05-18.09:03:36	23	234	28
0	0	2011-05-18.09:03:40	23	234	28
0	0	2011-05-18.09:03:45	21	234	28
0	0	2011-05-18.09:03:50	19	232	28
0	0	2011-05-18.09:03:54	18	232	28
0	0	2011-05-18.09:03:59	16	232	28
1	0	2011-05-18.09:04:03	15	240	28
0	0	2011-05-18.09:04:08	14	237	31
0	0	2011-05-18.09:04:12	13	237	30
0	0	2011-05-18.09:04:17	12	236	30
0	0	2011-05-18.09:04:22	11	234	30
0	0	2011-05-18.09:04:26	18	234	30
0	0	2011-05-18.09:04:31	18	234	30
0	0	2011-05-18.09:04:35	16	234	30
0	0	2011-05-18.09:04:40	15	234	30
0	0	2011-05-18.09:04:44	30	234	30
1	0	2011-05-18.09:04:49	27	241	57
1	0	2011-05-18.09:04:54	25	247	75
1	0	2011-05-18.09:04:58	23	247	75
2	0	2011-05-18.09:05:03	21	248	79
1	0	2011-05-18.09:05:08	20	246	85
1	0	2011-05-18.09:05:12	18	243	88
1	0	2011-05-18.09:05:17	16	241	86
0	0	2011-05-18.09:05:21	15	236	81
1	0	2011-05-18.09:05:26	14	238	76
1	0	2011-05-18.09:05:31	13	247	67
1	0	2011-05-18.09:05:36	12	246	64
1	0	2011-05-18.09:05:41	12	246	62
1	0	2011-05-18.09:05:45	11	252	85
1	0	2011-05-18.09:05:50	10	249	82
1	0	2011-05-18.09:05:55	9	243	77
1	0	2011-05-18.09:05:59	8	239	74
1	0	2011-05-18.09:06:04	24	250	85
2	1	2011-05-18.09:06:09	22	249	70
2	1	2011-05-18.09:06:13	36	250	77
2	1	2011-05-18.09:06:18	41	247	79
2	1	2011-05-18.09:06:22	54	251	90
1	0	2011-05-18.09:06:27	49	250	90
1	0	2011-05-18.09:06:32	45	246	76
1	0	2011-05-18.09:06:36	42	245	84
1	0	2011-05-18.09:06:41	38	251	102
1	0	2011-05-18.09:06:46	38	247	97
1	0	2011-05-18.09:06:50	35	245	89
1	0	2011-05-18.09:06:55	32	242	83
1	0	2011-05-18.09:07:00	30	239	77
1	0	2011-05-18.09:07:04	35	251	78
1	0	2011-05-18.09:07:09	33	251	80
1	0	2011-05-18.09:07:14	30	252	83
1	0	2011-05-18.09:07:18	27	251	79
1	0	2011-05-18.09:07:23	25	247	79
1	0	2011-05-18.09:07:27	23	247	77
2	1	2011-05-18.09:07:32	21	255	81
2	1	2011-05-18.09:07:37	20	254	81
2	1	2011-05-18.09:07:41	18	256	89
2	1	2011-05-18.09:07:46	16	248	77
1	0	2011-05-18.09:07:51	16	249	85
1	0	2011-05-18.09:07:55	15	248	81
1	0	2011-05-18.09:08:00	14	251	76
3	1	2011-05-18.09:08:05	21	264	85
1	0	2011-05-18.09:08:09	27	256	79
1	0	2011-05-18.09:08:14	33	254	73
1	0	2011-05-18.09:08:19	46	251	81
1	0	2011-05-18.09:08:23	43	247	83
1	0	2011-05-18.09:08:28	39	249	99
1	0	2011-05-18.09:08:33	44	246	90
1	0	2011-05-18.09:08:37	48	252	76
1	0	2011-05-18.09:08:42	45	254	75
1	0	2011-05-18.09:08:46	57	250	76
2	1	2011-05-18.09:08:51	76	251	84
2	1	2011-05-18.09:08:56	78	248	76
3	1	2011-05-18.09:09:01	80	257	72
2	1	2011-05-18.09:09:06	80	259	80
2	1	2011-05-18.09:09:10	73	260	94
1	0	2011-05-18.09:09:15	68	257	89
1	0	2011-05-18.09:09:20	70	250	90
1	0	2011-05-18.09:09:24	64	249	88
1	0	2011-05-18.09:09:29	59	252	68
1	0	2011-05-18.09:09:34	55	253	70
1	0	2011-05-18.09:09:38	50	253	67
1	0	2011-05-18.09:09:43	46	255	78
1	0	2011-05-18.09:09:47	42	253	73
1	0	2011-05-18.09:09:52	39	251	86
1	0	2011-05-18.09:09:57	36	253	86
2	0	2011-05-18.09:10:01	41	257	87
1	0	2011-05-18.09:10:06	46	256	80
3	0	2011-05-18.09:10:11	46	253	80
3	1	2011-05-18.09:10:15	50	252	85
4	2	2011-05-18.09:10:20	54	253	77
4	2	2011-05-18.09:10:25	50	252	80
3	2	2011-05-18.09:10:29	54	252	87
2	1	2011-05-18.09:10:34	57	252	76
1	0	2011-05-18.09:10:38	69	252	84
1	0	2011-05-18.09:10:43	79	249	84
0	0	2011-05-18.09:10:48	73	246	84
1	0	2011-05-18.09:10:52	67	252	69
1	0	2011-05-18.09:10:57	70	253	69
