0	0	2011-05-24.09:00:02	16	236	1
0	0	2011-05-24.09:00:06	15	236	1
0	0	2011-05-24.09:00:10	13	232	1
0	0	2011-05-24.09:00:14	12	232	1
0	0	2011-05-24.09:00:18	12	232	1
0	0	2011-05-24.09:00:22	11	232	1
0	0	2011-05-24.09:00:26	10	232	1
0	0	2011-05-24.09:00:31	10	232	1
0	0	2011-05-24.09:00:35	9	232	1
0	0	2011-05-24.09:00:39	9	232	1
0	0	2011-05-24.09:00:43	8	232	1
0	0	2011-05-24.09:00:47	7	230	1
0	0	2011-05-24.09:00:51	7	230	1
0	0	2011-05-24.09:00:55	6	230	1
0	0	2011-05-24.09:00:59	6	230	1
0	0	2011-05-24.09:01:03	6	236	1
0	0	2011-05-24.09:01:07	5	232	1
0	0	2011-05-24.09:01:11	5	232	1
0	0	2011-05-24.09:01:15	4	232	1
0	0	2011-05-24.09:01:19	4	232	1
0	0	2011-05-24.09:01:23	4	232	1
0	0	2011-05-24.09:01:27	4	232	1
0	0	2011-05-24.09:01:31	3	232	1
0	0	2011-05-24.09:01:35	3	232	1
0	0	2011-05-24.09:01:39	3	232	1
0	0	2011-05-24.09:01:43	3	232	1
0	0	2011-05-24.09:01:47	2	230	1
0	0	2011-05-24.09:01:51	2	230	1
0	0	2011-05-24.09:01:55	2	230	1
0	0	2011-05-24.09:01:59	2	230	1
0	0	2011-05-24.09:02:04	2	236	1
0	0	2011-05-24.09:02:08	2	232	1
0	0	2011-05-24.09:02:12	2	232	1
0	0	2011-05-24.09:02:16	1	232	1
0	0	2011-05-24.09:02:20	1	232	1
0	0	2011-05-24.09:02:24	1	232	1
0	0	2011-05-24.09:02:28	1	232	1
0	0	2011-05-24.09:02:32	1	232	1
0	0	2011-05-24.09:02:36	1	232	1
0	0	2011-05-24.09:02:40	1	232	1
0	0	2011-05-24.09:02:44	1	232	1
0	0	2011-05-24.09:02:48	1	230	1
0	0	2011-05-24.09:02:52	1	230	1
0	0	2011-05-24.09:02:56	1	230	1
0	0	2011-05-24.09:03:00	0	230	1
0	0	2011-05-24.09:03:04	0	236	1
0	0	2011-05-24.09:03:08	0	232	1
0	0	2011-05-24.09:03:12	0	232	1
0	0	2011-05-24.09:03:16	0	232	1
0	0	2011-05-24.09:03:20	0	232	1
0	0	2011-05-24.09:03:24	0	232	1
0	0	2011-05-24.09:03:28	0	232	1
0	0	2011-05-24.09:03:32	0	232	1
0	0	2011-05-24.09:03:36	0	232	1
0	0	2011-05-24.09:03:41	0	232	1
0	0	2011-05-24.09:03:45	0	232	1
0	0	2011-05-24.09:03:49	0	230	1
0	0	2011-05-24.09:03:53	0	230	1
0	0	2011-05-24.09:03:57	0	230	1
0	0	2011-05-24.09:04:01	0	230	1
0	0	2011-05-24.09:04:05	0	236	1
0	0	2011-05-24.09:04:09	0	232	1
0	0	2011-05-24.09:04:13	0	232	1
0	0	2011-05-24.09:04:17	0	232	1
0	0	2011-05-24.09:04:21	0	232	1
0	0	2011-05-24.09:04:25	0	232	1
0	0	2011-05-24.09:04:29	0	232	1
0	0	2011-05-24.09:04:34	0	232	1
0	0	2011-05-24.09:04:38	0	232	1
0	0	2011-05-24.09:04:42	0	232	1
0	0	2011-05-24.09:04:46	0	230	1
0	0	2011-05-24.09:04:50	0	230	1
0	0	2011-05-24.09:04:54	0	230	1
