1	0	2011-05-31.09:00:04	20	243	28
0	0	2011-05-31.09:00:08	19	238	28
0	0	2011-05-31.09:00:13	17	238	28
0	0	2011-05-31.09:00:18	16	238	28
0	0	2011-05-31.09:00:22	14	236	28
1	0	2011-05-31.09:00:27	13	237	37
0	0	2011-05-31.09:00:32	12	237	37
0	0	2011-05-31.09:00:36	11	237	37
0	0	2011-05-31.09:00:41	10	237	43
0	0	2011-05-31.09:00:46	9	235	40
1	0	2011-05-31.09:00:51	9	235	39
0	0	2011-05-31.09:00:55	8	234	39
0	0	2011-05-31.09:01:00	8	232	36
1	0	2011-05-31.09:01:05	7	242	37
1	0	2011-05-31.09:01:09	7	240	40
1	0	2011-05-31.09:01:14	6	239	42
0	0	2011-05-31.09:01:18	6	238	45
2	1	2011-05-31.09:01:23	5	236	39
2	1	2011-05-31.09:01:28	5	238	50
1	0	2011-05-31.09:01:32	4	237	45
1	0	2011-05-31.09:01:37	4	237	41
1	0	2011-05-31.09:01:41	12	237	43
0	0	2011-05-31.09:01:46	11	232	40
0	0	2011-05-31.09:01:51	10	233	40
1	0	2011-05-31.09:01:55	9	234	38
1	0	2011-05-31.09:02:00	9	234	41
1	0	2011-05-31.09:02:04	8	244	46
1	0	2011-05-31.09:02:09	8	238	43
1	0	2011-05-31.09:02:13	7	237	43
1	0	2011-05-31.09:02:18	6	236	43
1	0	2011-05-31.09:02:23	6	235	35
1	0	2011-05-31.09:02:27	13	235	37
1	0	2011-05-31.09:02:32	12	237	42
2	1	2011-05-31.09:02:36	11	236	45
1	0	2011-05-31.09:02:41	10	236	45
2	1	2011-05-31.09:02:46	9	232	45
1	0	2011-05-31.09:02:50	9	233	40
1	0	2011-05-31.09:02:55	9	233	39
1	0	2011-05-31.09:02:59	8	234	42
1	0	2011-05-31.09:03:04	7	240	42
0	0	2011-05-31.09:03:08	7	234	42
1	0	2011-05-31.09:03:13	6	233	42
1	0	2011-05-31.09:03:18	6	236	48
1	0	2011-05-31.09:03:22	5	236	46
1	0	2011-05-31.09:03:27	5	241	58
1	0	2011-05-31.09:03:31	4	242	58
1	0	2011-05-31.09:03:36	4	240	56
1	0	2011-05-31.09:03:41	4	239	58
1	0	2011-05-31.09:03:45	3	234	56
1	0	2011-05-31.09:03:50	3	238	54
0	0	2011-05-31.09:03:55	3	234	54
1	0	2011-05-31.09:03:59	3	234	52
2	1	2011-05-31.09:04:04	18	243	54
3	1	2011-05-31.09:04:08	17	241	52
2	1	2011-05-31.09:04:13	32	243	55
2	1	2011-05-31.09:04:18	29	242	49
1	0	2011-05-31.09:04:22	27	246	58
1	0	2011-05-31.09:04:27	25	246	67
1	0	2011-05-31.09:04:31	23	252	84
1	0	2011-05-31.09:04:36	29	250	82
1	0	2011-05-31.09:04:41	26	242	78
1	0	2011-05-31.09:04:45	24	241	77
1	0	2011-05-31.09:04:50	24	241	78
1	0	2011-05-31.09:04:55	22	240	76
1	0	2011-05-31.09:04:59	29	240	78
1	0	2011-05-31.09:05:04	26	248	78
1	0	2011-05-31.09:05:08	24	242	78
1	0	2011-05-31.09:05:13	22	240	75
1	0	2011-05-31.09:05:18	20	241	75
1	0	2011-05-31.09:05:22	19	241	66
2	1	2011-05-31.09:05:27	25	242	71
3	1	2011-05-31.09:05:32	31	245	67
2	1	2011-05-31.09:05:36	37	245	69
2	1	2011-05-31.09:05:41	34	242	71
1	0	2011-05-31.09:05:45	31	241	80
0	0	2011-05-31.09:05:50	28	240	78
