1	0	2011-05-26.09:00:03	4	246	20
0	0	2011-05-26.09:00:07	4	243	20
0	0	2011-05-26.09:00:12	4	244	23
0	0	2011-05-26.09:00:17	3	244	22
0	0	2011-05-26.09:00:21	3	244	25
1	0	2011-05-26.09:00:26	3	240	25
0	0	2011-05-26.09:00:30	2	240	25
1	0	2011-05-26.09:00:35	2	240	29
0	0	2011-05-26.09:00:39	2	240	27
0	0	2011-05-26.09:00:44	2	239	27
0	0	2011-05-26.09:00:48	2	237	27
0	0	2011-05-26.09:00:53	2	237	24
0	0	2011-05-26.09:00:58	2	237	24
1	0	2011-05-26.09:01:02	1	245	24
1	0	2011-05-26.09:01:07	1	244	24
0	0	2011-05-26.09:01:11	1	244	24
0	0	2011-05-26.09:01:16	1	244	24
0	0	2011-05-26.09:01:20	1	244	24
0	0	2011-05-26.09:01:25	1	242	24
0	0	2011-05-26.09:01:30	1	242	24
0	0	2011-05-26.09:01:34	1	242	24
0	0	2011-05-26.09:01:39	1	242	24
0	0	2011-05-26.09:01:43	1	242	24
0	0	2011-05-26.09:01:48	0	241	27
1	1	2011-05-26.09:01:52	0	241	26
1	0	2011-05-26.09:01:57	0	248	41
1	0	2011-05-26.09:02:02	0	258	44
0	0	2011-05-26.09:02:06	0	251	43
1	0	2011-05-26.09:02:11	0	242	43
0	0	2011-05-26.09:02:15	16	243	35
1	0	2011-05-26.09:02:20	15	244	40
0	0	2011-05-26.09:02:25	15	241	40
0	0	2011-05-26.09:02:29	14	241	46
0	0	2011-05-26.09:02:34	21	241	46
1	0	2011-05-26.09:02:38	19	240	43
0	0	2011-05-26.09:02:43	17	240	43
0	0	2011-05-26.09:02:47	16	237	40
0	0	2011-05-26.09:02:52	23	237	37
0	0	2011-05-26.09:02:57	21	237	37
1	0	2011-05-26.09:03:01	19	248	40
1	0	2011-05-26.09:03:06	18	247	40
1	0	2011-05-26.09:03:10	16	243	43
2	1	2011-05-26.09:03:15	15	243	42
2	1	2011-05-26.09:03:20	15	241	40
1	0	2011-05-26.09:03:24	14	239	40
0	0	2011-05-26.09:03:29	12	239	37
1	0	2011-05-26.09:03:33	11	241	40
1	0	2011-05-26.09:03:38	10	243	41
1	0	2011-05-26.09:03:42	10	243	43
0	0	2011-05-26.09:03:47	9	239	45
0	0	2011-05-26.09:03:52	8	238	45
0	0	2011-05-26.09:03:56	7	237	42
0	0	2011-05-26.09:04:01	7	237	39
1	0	2011-05-26.09:04:05	6	246	38
0	0	2011-05-26.09:04:10	6	241	41
1	0	2011-05-26.09:04:15	6	243	44
0	0	2011-05-26.09:04:19	13	242	39
1	0	2011-05-26.09:04:24	12	241	37
1	0	2011-05-26.09:04:28	11	241	36
1	0	2011-05-26.09:04:33	18	242	39
2	1	2011-05-26.09:04:38	25	241	39
1	0	2011-05-26.09:04:42	23	241	42
1	0	2011-05-26.09:04:47	21	242	36
0	0	2011-05-26.09:04:51	19	242	34
1	0	2011-05-26.09:04:56	26	241	39
0	0	2011-05-26.09:05:00	24	242	42
1	0	2011-05-26.09:05:05	22	248	39
