0	0	2011-02-28.09:00:00	0	234	3
3	0	2011-02-28.09:00:05	0	243	3
0	0	2011-02-28.09:00:09	0	239	3
0	0	2011-02-28.09:00:14	0	237	3
0	0	2011-02-28.09:00:18	0	235	3
0	0	2011-02-28.09:00:23	0	235	3
0	0	2011-02-28.09:00:28	0	235	3
0	0	2011-02-28.09:00:32	8	235	3
0	0	2011-02-28.09:00:37	8	235	3
0	0	2011-02-28.09:00:41	7	235	3
0	0	2011-02-28.09:00:46	6	233	3
0	0	2011-02-28.09:00:50	6	233	3
0	0	2011-02-28.09:00:55	5	233	3
0	0	2011-02-28.09:00:59	5	233	3
3	0	2011-02-28.09:01:04	4	241	3
0	0	2011-02-28.09:01:08	4	237	3
0	0	2011-02-28.09:01:13	4	235	3
0	0	2011-02-28.09:01:18	4	235	3
0	0	2011-02-28.09:01:22	11	235	3
0	0	2011-02-28.09:01:27	10	235	3
0	0	2011-02-28.09:01:31	18	235	3
0	0	2011-02-28.09:01:36	24	235	3
0	0	2011-02-28.09:01:40	30	235	3
0	0	2011-02-28.09:01:45	28	233	3
0	0	2011-02-28.09:01:49	26	233	3
0	0	2011-02-28.09:01:54	23	233	3
0	0	2011-02-28.09:01:58	22	233	3
3	0	2011-02-28.09:02:03	20	241	3
0	0	2011-02-28.09:02:08	26	237	3
0	0	2011-02-28.09:02:12	26	235	3
0	0	2011-02-28.09:02:17	24	235	3
0	0	2011-02-28.09:02:21	22	235	3
0	0	2011-02-28.09:02:26	28	236	6
0	0	2011-02-28.09:02:30	26	236	5
0	0	2011-02-28.09:02:35	24	235	5
0	0	2011-02-28.09:02:39	22	235	5
0	0	2011-02-28.09:02:44	20	235	5
0	0	2011-02-28.09:02:49	18	233	5
0	0	2011-02-28.09:02:53	17	233	5
0	0	2011-02-28.09:02:58	16	233	5
3	0	2011-02-28.09:03:02	16	241	5
0	0	2011-02-28.09:03:07	14	237	5
0	0	2011-02-28.09:03:11	13	235	5
0	0	2011-02-28.09:03:16	12	235	5
0	0	2011-02-28.09:03:20	11	235	5
0	0	2011-02-28.09:03:25	10	235	5
0	0	2011-02-28.09:03:29	9	235	5
0	0	2011-02-28.09:03:34	9	235	5
0	0	2011-02-28.09:03:39	8	235	5
0	0	2011-02-28.09:03:43	7	235	5
0	0	2011-02-28.09:03:48	7	233	5
0	0	2011-02-28.09:03:52	7	233	5
0	0	2011-02-28.09:03:57	6	233	5
3	0	2011-02-28.09:04:01	6	241	5
0	0	2011-02-28.09:04:06	5	239	5
0	0	2011-02-28.09:04:10	5	237	5
0	0	2011-02-28.09:04:15	4	235	5
0	0	2011-02-28.09:04:19	4	235	5
0	0	2011-02-28.09:04:24	4	235	5
0	0	2011-02-28.09:04:29	3	235	5
0	0	2011-02-28.09:04:33	3	235	5
0	0	2011-02-28.09:04:38	3	235	5
0	0	2011-02-28.09:04:42	3	235	5
0	0	2011-02-28.09:04:47	2	233	5
0	0	2011-02-28.09:04:51	10	233	5
0	0	2011-02-28.09:04:56	9	233	5
0	0	2011-02-28.09:05:00	9	233	5
3	0	2011-02-28.09:05:05	8	241	5
0	0	2011-02-28.09:05:10	7	237	5
0	0	2011-02-28.09:05:14	15	235	5
0	0	2011-02-28.09:05:19	13	235	5
0	0	2011-02-28.09:05:23	12	235	5
0	0	2011-02-28.09:05:28	11	235	5
0	0	2011-02-28.09:05:32	11	235	5
0	0	2011-02-28.09:05:37	10	235	5
0	0	2011-02-28.09:05:41	10	235	5
0	0	2011-02-28.09:05:46	9	233	5
0	0	2011-02-28.09:05:50	8	233	5
0	0	2011-02-28.09:05:55	7	233	5
0	0	2011-02-28.09:06:00	7	233	5
3	0	2011-02-28.09:06:04	6	241	5
0	0	2011-02-28.09:06:09	6	237	5
0	0	2011-02-28.09:06:13	5	235	5
0	0	2011-02-28.09:06:18	5	235	5
0	0	2011-02-28.09:06:22	5	235	5
0	0	2011-02-28.09:06:27	4	235	5
0	0	2011-02-28.09:06:31	4	235	5
0	0	2011-02-28.09:06:36	4	235	5
12	9	2011-02-28.09:06:40	19	236	5
3	3	2011-02-28.09:06:46	42	234	5
12	9	2011-02-28.09:06:51	54	234	5
6	6	2011-02-28.09:06:57	58	234	5
9	6	2011-02-28.09:07:02	61	244	5
9	6	2011-02-28.09:07:07	72	240	5
9	6	2011-02-28.09:07:12	83	236	5
9	6	2011-02-28.09:07:18	101	236	5
9	6	2011-02-28.09:07:24	109	236	5
9	6	2011-02-28.09:07:29	116	236	5
9	6	2011-02-28.09:07:34	123	236	5
9	6	2011-02-28.09:07:39	121	236	5
9	6	2011-02-28.09:07:44	127	237	5
6	3	2011-02-28.09:07:49	133	234	5
0	0	2011-02-28.09:07:53	122	233	5
0	0	2011-02-28.09:07:58	112	233	5
3	0	2011-02-28.09:08:02	112	241	5
0	0	2011-02-28.09:08:07	103	237	5
0	0	2011-02-28.09:08:11	95	235	5
0	0	2011-02-28.09:08:16	87	235	5
0	0	2011-02-28.09:08:20	80	235	5
0	0	2011-02-28.09:08:25	74	235	5
0	0	2011-02-28.09:08:29	68	235	5
0	0	2011-02-28.09:08:34	63	235	5
0	0	2011-02-28.09:08:39	58	235	5
0	0	2011-02-28.09:08:43	53	235	5
0	0	2011-02-28.09:08:48	49	233	5
0	0	2011-02-28.09:08:52	49	233	5
0	0	2011-02-28.09:08:57	45	233	5
3	0	2011-02-28.09:09:01	41	243	5
0	0	2011-02-28.09:09:06	38	241	5
0	0	2011-02-28.09:09:10	35	237	5
0	0	2011-02-28.09:09:15	32	235	5
0	0	2011-02-28.09:09:20	29	235	5
0	0	2011-02-28.09:09:24	27	235	5
0	0	2011-02-28.09:09:29	25	235	5
0	0	2011-02-28.09:09:33	23	235	5
0	0	2011-02-28.09:09:38	21	235	5
0	0	2011-02-28.09:09:42	21	235	5
0	0	2011-02-28.09:09:47	19	233	5
0	0	2011-02-28.09:09:51	18	233	5
0	0	2011-02-28.09:09:56	16	233	5
0	0	2011-02-28.09:10:00	15	233	5
3	0	2011-02-28.09:10:05	14	241	5
0	0	2011-02-28.09:10:10	13	237	5
0	0	2011-02-28.09:10:14	12	235	5
0	0	2011-02-28.09:10:19	11	235	5
0	0	2011-02-28.09:10:23	10	235	5
0	0	2011-02-28.09:10:28	9	235	5
0	0	2011-02-28.09:10:32	9	235	5
0	0	2011-02-28.09:10:37	8	235	5
0	0	2011-02-28.09:10:41	8	235	5
0	0	2011-02-28.09:10:46	7	233	5
0	0	2011-02-28.09:10:50	14	233	5
0	0	2011-02-28.09:10:55	13	233	5
0	0	2011-02-28.09:11:00	12	233	5
3	0	2011-02-28.09:11:04	11	241	5
0	0	2011-02-28.09:11:09	10	237	5
0	0	2011-02-28.09:11:13	9	235	5
0	0	2011-02-28.09:11:18	9	235	5
0	0	2011-02-28.09:11:22	9	235	5
0	0	2011-02-28.09:11:27	8	235	5
0	0	2011-02-28.09:11:31	15	235	5
0	0	2011-02-28.09:11:36	14	235	5
0	0	2011-02-28.09:11:41	13	235	5
0	0	2011-02-28.09:11:45	12	235	5
0	0	2011-02-28.09:11:50	11	233	5
0	0	2011-02-28.09:11:54	10	233	5
0	0	2011-02-28.09:11:59	9	233	5
3	0	2011-02-28.09:12:03	8	241	5
0	0	2011-02-28.09:12:08	8	237	5
0	0	2011-02-28.09:12:12	8	235	5
0	0	2011-02-28.09:12:17	7	235	5
0	0	2011-02-28.09:12:21	6	235	5
0	0	2011-02-28.09:12:26	6	235	5
0	0	2011-02-28.09:12:31	5	235	5
0	0	2011-02-28.09:12:35	5	235	5
0	0	2011-02-28.09:12:40	5	235	5
0	0	2011-02-28.09:12:44	4	235	5
0	0	2011-02-28.09:12:49	4	233	5
0	0	2011-02-28.09:12:54	3	233	5
0	0	2011-02-28.09:12:58	3	233	5
3	0	2011-02-28.09:13:03	3	241	5
0	0	2011-02-28.09:13:07	3	237	5
0	0	2011-02-28.09:13:12	3	235	5
0	0	2011-02-28.09:13:16	2	235	5
0	0	2011-02-28.09:13:21	2	235	5
0	0	2011-02-28.09:13:25	2	235	5
0	0	2011-02-28.09:13:30	2	235	5
0	0	2011-02-28.09:13:35	2	235	5
0	0	2011-02-28.09:13:39	2	235	5
0	0	2011-02-28.09:13:44	1	235	5
0	0	2011-02-28.09:13:48	1	233	5
0	0	2011-02-28.09:13:53	1	233	5
0	0	2011-02-28.09:13:57	1	233	5
3	0	2011-02-28.09:14:02	1	241	5
0	0	2011-02-28.09:14:06	1	241	5
0	0	2011-02-28.09:14:11	1	237	5
0	0	2011-02-28.09:14:15	1	235	5
0	0	2011-02-28.09:14:20	1	237	5
0	0	2011-02-28.09:14:25	1	238	5
0	0	2011-02-28.09:14:29	0	238	5
0	0	2011-02-28.09:14:34	0	237	5
0	0	2011-02-28.09:14:38	0	238	5
0	0	2011-02-28.09:14:43	0	238	5
0	0	2011-02-28.09:14:47	0	236	5
0	0	2011-02-28.09:14:52	0	236	7
0	0	2011-02-28.09:14:56	0	236	7
3	0	2011-02-28.09:15:01	0	244	5
0	0	2011-02-28.09:15:06	0	244	5
0	0	2011-02-28.09:15:10	0	240	5
0	0	2011-02-28.09:15:15	0	237	5
0	0	2011-02-28.09:15:19	0	237	5
0	0	2011-02-28.09:15:24	0	237	5
0	0	2011-02-28.09:15:28	0	238	5
0	0	2011-02-28.09:15:33	0	237	5
0	0	2011-02-28.09:15:37	0	237	5
0	0	2011-02-28.09:15:42	0	237	5
0	0	2011-02-28.09:15:46	8	235	5
